NORT_ARTIC_3,NORT_ARTIC_4,NORT_ARTIC_4.1,NORW_ARTIC_4.1,OXON_VeSeq,PHEC_ARTIC_3,SANG_ARTIC_3,SANG_ARTIC_4.1,NORT_ARTIC_3_prevalent20pct,NORT_ARTIC_4_prevalent20pct,NORT_ARTIC_4.1_prevalent20pct,NORW_ARTIC_4.1_prevalent20pct,OXON_VeSeq_prevalent20pct,PHEC_ARTIC_3_prevalent20pct,SANG_ARTIC_3_prevalent20pct,SANG_ARTIC_4.1_prevalent20pct,NORT_ARTIC_3_SB,NORT_ARTIC_4_SB,NORT_ARTIC_4.1_SB,NORW_ARTIC_4.1_SB,PHEC_ARTIC_3_SB,SANG_ARTIC_3_SB,SANG_ARTIC_4.1_SB,DeMaio_Mask,DeMaio_Caution,ARTIC_3,ARTIC_4,ARTIC_4.1
,,,,,,,,,,,,,,,,,,,,,,,,,14919.0,15552.0,15047
,,,,,,,,,,,,,,,,,,,,,,,,,14920.0,15553.0,15048
,,,,,,,,,,,,,,,,,,,,,,,,,14921.0,15554.0,15049
,,,,,,,,,,,,,,,,,,,,,,,,,14922.0,15555.0,15214
,,,,,,,,,,,,,,,,,,,,,,,,,14923.0,15556.0,15215
,,,,,,,,,,,,,,,,,,,,,,,,,14924.0,15596.0,15216
,,,,,,,,,,,,,,,,,,,,,,,,,14925.0,15597.0,15217
,,,,,,,,,,,,,,,,,,,,,,,,,15171.0,15598.0,15218
,,,,,,,,,,,,,,,,,,,,,,,,,15172.0,15599.0,15219
,,,,,,,,,,,,,,,,,,,,,,,,,15173.0,15600.0,15220
,,,,,,,,,,,,,,,,,,,,,,,,,15174.0,15601.0,15221
,,,,,,,,,,,,,,,,,,,,,,,,,15175.0,15602.0,15222
,,,,,,,,,,,,,,,,,,,,,,,,,15176.0,15603.0,15223
,,,,,,,,,,,,,,,,,,,,,,,,,15177.0,15604.0,15224
,,,,,,,,,,,,,,,,,,,,,,,,,15178.0,15605.0,15225
,,,,,,,,,,,,,,,,,,,,,,,,,15179.0,15606.0,15226
,,,,,,,,,,,,,,,,,,,,,,,,,15180.0,15607.0,15227
,,,,,,,,,,,,,,,,,,,,,,,,,15181.0,15608.0,15228
,,,,,,,,,,,,,,,,,,,,,,,,,15182.0,15609.0,15229
,,,,,,,,,,,,,,,,,,,,,,,,,15183.0,15610.0,15230
,,,,,,,,,,,,,,,,,,,,,,,,,15184.0,15611.0,15231
,,,,,,,,,,,,,,,,,,,,,,,,,15185.0,15612.0,15232
,,,,,,,,,,,,,,,,,,,,,,,,,15186.0,15613.0,15233
,,,,,,,,,,,,,,,,,,,,,,,,,15187.0,15614.0,15234
,,,,,,,,,,,,,,,,,,,,,,,,,15188.0,15615.0,15235
,,,,,,,,,,,,,,,,,,,,,,,,,15189.0,15616.0,15236
,,,,,,,,,,,,,,,,,,,,,,,,,15190.0,15617.0,15336
,,,,,,,,,,,,,,,,,,,,,,,,,15191.0,15618.0,15337
,,,,,,,,,,,,,,,,,,,,,,,,,15192.0,15855.0,15338
,,,,,,,,,,,,,,,,,,,,,,,,,15224.0,15856.0,15339
,,,,,,,,,,,,,,,,,,,,,,,,,15225.0,15857.0,15340
,,,,,,,,,,,,,,,,,,,,,,,,,15226.0,15858.0,15341
,,,,,,,,,,,,,,,,,,,,,,,,,15227.0,15859.0,15342
,,,,,,,,,,,,,,,,,,,,,,,,,15228.0,15860.0,15343
,,,,,,,,,,,,,,,,,,,,,,,,,15229.0,15861.0,15344
,,,,,,,,,,,,,,,,,,,,,,,,,15230.0,15862.0,15345
,,,,,,,,,,,,,,,,,,,,,,,,,15231.0,15863.0,15346
,,,,,,,,,,,,,,,,,,,,,,,,,15232.0,15864.0,15347
,,,,,,,,,,,,,,,,,,,,,,,,,15233.0,15865.0,15348
,,,,,,,,,,,,,,,,,,,,,,,,,15234.0,15866.0,15349
,,,,,,,,,,,,,,,,,,,,,,,,,15235.0,15867.0,15350
,,,,,,,,,,,,,,,,,,,,,,,,,15236.0,15868.0,15351
,,,,,,,,,,,,,,,,,,,,,,,,,15237.0,15869.0,15352
,,,,,,,,,,,,,,,,,,,,,,,,,15238.0,15870.0,15353
,,,,,,,,,,,,,,,,,,,,,,,,,15239.0,15871.0,15354
,,,,,,,,,,,,,,,,,,,,,,,,,15240.0,15872.0,15355
,,,,,,,,,,,,,,,,,,,,,,,,,15241.0,15873.0,15356
,,,,,,,,,,,,,,,,,,,,,,,,,15242.0,15874.0,15357
,,,,,,,,,,,,,,,,,,,,,,,,,15243.0,15875.0,15535
,,,,,,,,,,,,,,,,,,,,,,,,,15244.0,15876.0,15536
,,,,,,,,,,,,,,,,,,,,,,,,,15245.0,15877.0,15537
,,,,,,,,,,,,,,,,,,,,,,,,,15481.0,15878.0,15538
,,,,,,,,,,,,,,,,,,,,,,,,,15482.0,15879.0,15539
,,,,,,,,,,,,,,,,,,,,,,,,,15483.0,15880.0,15540
,,,,,,,,,,,,,,,,,,,,,,,,,15484.0,15917.0,15541
,,,,,,,,,,,,,,,,,,,,,,,,,15485.0,15918.0,15542
,,,,,,,,,,,,,,,,,,,,,,,,,15486.0,15919.0,15543
,,,,,,,,,,,,,,,,,,,,,,,,,15487.0,15920.0,15544
,,,,,,,,,,,,,,,,,,,,,,,,,15488.0,15921.0,15545
,,,,,,,,,,,,,,,,,,,,,,,,,15489.0,15922.0,15546
,,,,,,,,,,,,,,,,,,,,,,,,,15490.0,15923.0,15547
,,,,,,,,,,,,,,,,,,,,,,,,,15491.0,15924.0,15548
,,,,,,,,,,,,,,,,,,,,,,,,,15492.0,15925.0,15549
,,,,,,,,,,,,,,,,,,,,,,,,,15493.0,15926.0,15550
,,,,,,,,,,,,,,,,,,,,,,,,,15494.0,15927.0,15551
,,,,,,,,,,,,,,,,,,,,,,,,,15495.0,15928.0,15552
,,,,,,,,,,,,,,,,,,,,,,,,,15496.0,15929.0,15553
,,,,,,,,,,,,,,,,,,,,,,,,,15497.0,15930.0,15554
,,,,,,,,,,,,,,,,,,,,,,,,,15498.0,15931.0,15555
,,,,,,,,,,,,,,,,,,,,,,,,,15499.0,15932.0,15556
,,,,,,,,,,,,,,,,,,,,,,,,,15500.0,15933.0,15596
,,,,,,,,,,,,,,,,,,,,,,,,,15501.0,15934.0,15597
,,,,,,,,,,,,,,,,,,,,,,,,,15502.0,15935.0,15598
,,,,,,,,,,,,,,,,,,,,,,,,,15538.0,15936.0,15599
,,,,,,,,,,,,,,,,,,,,,,,,,15539.0,15937.0,15600
,,,,,,,,,,,,,,,,,,,,,,,,,15540.0,15938.0,15601
,,,,,,,,,,,,,,,,,,,,,,,,,15541.0,15939.0,15602
,,,,,,,,,,,,,,,,,,,,,,,,,15542.0,15940.0,15603
,,,,,,,,,,,,,,,,,,,,,,,,,15543.0,16112.0,15604
,,,,,,,,,,,,,,,,,,,,,,,,,15544.0,16113.0,15605
,,,,,,,,,,,,,,,,,,,,,,,,,15545.0,16114.0,15606
,,,,,,,,,,,,,,,,,,,,,,,,,15546.0,16115.0,15607
,,,,,,,,,,,,,,,,,,,,,,,,,15547.0,16116.0,15608
,,,,,,,,,,,,,,,,,,,,,,,,,15548.0,16117.0,15609
,,,,,,,,,,,,,,,,,,,,,,,,,15549.0,16118.0,15610
,,,,,,,,,,,,,,,,,,,,,,,,,15550.0,16119.0,15611
,,,,,,,,,,,,,,,,,,,,,,,,,15551.0,16120.0,15612
,,,,,,,,,,,,,,,,,,,,,,,,,15552.0,16121.0,15613
,,,,,,,,,,,,,,,,,,,,,,,,,15553.0,16122.0,15614
,,,,,,,,,,,,,,,,,,,,,,,,,15554.0,16123.0,15615
,,,,,,,,,,,,,,,,,,,,,,,,,15555.0,16124.0,15616
,,,,,,,,,,,,,,,,,,,,,,,,,15556.0,16125.0,15617
,,,,,,,,,,,,,,,,,,,,,,,,,15557.0,16126.0,15618
,,,,,,,,,,,,,,,,,,,,,,,,,15558.0,16127.0,15855
,,,,,,,,,,,,,,,,,,,,,,,,,15559.0,16128.0,15856
,,,,,,,,,,,,,,,,,,,,,,,,,15827.0,16129.0,15857
,,,,,,,,,,,,,,,,,,,,,,,,,15828.0,16130.0,15858
,,,,,,,,,,,,,,,,,,,,,,,,,15829.0,16131.0,15859
,,,,,,,,,,,,,,,,,,,,,,,,,15830.0,16132.0,15860
,,,,,,,,,,,,,,,,,,,,,,,,,15831.0,16133.0,15861
,,,,,,,,,,,,,,,,,,,,,,,,,15832.0,16134.0,15862
,,,,,,,,,,,,,,,,,,,,,,,,,15833.0,16135.0,15863
,,,,,,,,,,,,,,,,,,,,,,,,,15834.0,16136.0,15864
,,,,,,,,,,,,,,,,,,,,,,,,,15835.0,16239.0,15865
,,,,,,,,,,,,,,,,,,,,,,,,,15836.0,16240.0,15866
,,,,,,,,,,,,,,,,,,,,,,,,,15837.0,16241.0,15867
,,,,,,,,,,,,,,,,,,,,,,,,,15838.0,16242.0,15868
,,,,,,,,,,,,,,,,,,,,,,,,,15839.0,16243.0,15869
,,,,,,,,,,,,,,,,,,,,,,,,,15840.0,16244.0,15870
,,,,,,,,,,,,,,,,,,,,,,,,,15841.0,16245.0,15871
,,,,,,,,,,,,,,,,,,,,,,,,,15842.0,16246.0,15872
,,,,,,,,,,,,,,,,,,,,,,,,,15843.0,16247.0,15873
,,,,,,,,,,,,,,,,,,,,,,,,,15844.0,16248.0,15874
,,,,,,,,,,,,,,,,,,,,,,,,,15845.0,16249.0,15875
,,,,,,,,,,,,,,,,,,,,,,,,,15846.0,16250.0,15876
,,,,,,,,,,,,,,,,,,,,,,,,,15847.0,16251.0,15877
,,,,,,,,,,,,,,,,,,,,,,,,,15848.0,16252.0,15878
,,,,,,,,,,,,,,,,,,,,,,,,,15849.0,16253.0,15879
,,,,,,,,,,,,,,,,,,,,,,,,,15850.0,16254.0,15880
,,,,,,,,,,,,,,,,,,,,,,,,,15861.0,16255.0,15917
,,,,,,,,,,,,,,,,,,,,,,,,,15862.0,16256.0,15918
,,,,,,,,,,,,,,,,,,,,,,,,,15863.0,16257.0,15919
,,,,,,,,,,,,,,,,,,,,,,,,,15864.0,16258.0,15920
,,,,,,,,,,,,,,,,,,,,,,,,,15865.0,16259.0,15921
,,,,,,,,,,,,,,,,,,,,,,,,,15866.0,16386.0,15922
,,,,,,,,,,,,,,,,,,,,,,,,,15867.0,16387.0,15923
,,,,,,,,,,,,,,,,,,,,,,,,,15868.0,16388.0,15924
,,,,,,,,,,,,,,,,,,,,,,,,,15869.0,16389.0,15925
,,,,,,,,,,,,,,,,,,,,,,,,,15870.0,16390.0,15926
,,,,,,,,,,,,,,,,,,,,,,,,,15871.0,16391.0,15927
,,,,,,,,,,,,,,,,,,,,,,,,,15872.0,16392.0,15928
,,,,,,,,,,,,,,,,,,,,,,,,,15873.0,16393.0,15929
,,,,,,,,,,,,,,,,,,,,,,,,,15874.0,16394.0,15930
,,,,,,,,,,,,,,,,,,,,,,,,,15875.0,16395.0,15931
,,,,,,,,,,,,,,,,,,,,,,,,,15876.0,16396.0,15932
,,,,,,,,,,,,,,,,,,,,,,,,,15877.0,16397.0,15933
,,,,,,,,,,,,,,,,,,,,,,,,,15878.0,16398.0,15934
,,,,,,,,,,,,,,,,,,,,,,,,,15879.0,16399.0,15935
,,,,,,,,,,,,,,,,,,,,,,,,,15880.0,16400.0,15936
,,,,,,,,,,,,,,,,,,,,,,,,,15881.0,16401.0,15937
,,,,,,,,,,,,,,,,,,,,,,,,,15882.0,16402.0,15938
,,,,,,,,,,,,,,,,,,,,,,,,,15883.0,16403.0,15939
,,,,,,,,,,,,,,,,,,,,,,,,,15884.0,16404.0,15940
,,,,,,,,,,,,,,,,,,,,,,,,,15885.0,16405.0,16112
,,,,,,,,,,,,,,,,,,,,,,,,,16118.0,16406.0,16113
,,,,,,,,,,,,,,,,,,,,,,,,,16119.0,16407.0,16114
,,,,,,,,,,,,,,,,,,,,,,,,,16120.0,16483.0,16115
,,,,,,,,,,,,,,,,,,,,,,,,,16121.0,16484.0,16116
,,,,,,,,,,,,,,,,,,,,,,,,,16122.0,16485.0,16117
,,,,,,,,,,,,,,,,,,,,,,,,,16123.0,16486.0,16118
,,,,,,,,,,,,,,,,,,,,,,,,,16124.0,16487.0,16119
,,,,,,,,,,,,,,,,,,,,,,,,,16125.0,16488.0,16120
,,,,,,,,,,,,,,,,,,,,,,,,,16126.0,16489.0,16121
,,,,,,,,,,,,,,,,,,,,,,,,,16127.0,16490.0,16122
,,,,,,,,,,,,,,,,,,,,,,,,,16128.0,16491.0,16123
,,,,,,,,,,,,,,,,,,,,,,,,,16129.0,16492.0,16124
,,,,,,,,,,,,,,,,,,,,,,,,,16130.0,16493.0,16125
,,,,,,,,,,,,,,,,,,,,,,,,,16131.0,16494.0,16126
,,,,,,,,,,,,,,,,,,,,,,,,,16132.0,16495.0,16127
,,,,,,,,,,,,,,,,,,,,,,,,,16133.0,16496.0,16128
,,,,,,,,,,,,,,,,,,,,,,,,,16134.0,16497.0,16129
,,,,,,,,,,,,,,,,,,,,,,,,,16135.0,16498.0,16130
,,,,,,,,,,,,,,,,,,,,,,,,,16136.0,16499.0,16131
,,,,,,,,,,,,,,,,,,,,,,,,,16137.0,16500.0,16132
,,,,,,,,,,,,,,,,,,,,,,,,,16138.0,16501.0,16133
,,,,,,,,,,,,,,,,,,,,,,,,,16139.0,16502.0,16134
,,,,,,,,,,,,,,,,,,,,,,,,,16140.0,16503.0,16135
,,,,,,,,,,,,,,,,,,,,,,,,,16141.0,16504.0,16136
,,,,,,,,,,,,,,,,,,,,,,,,,16142.0,16505.0,16239
,,,,,,,,,,,,,,,,,,,,,,,,,16143.0,16506.0,16240
,,,,,,,,,,,,,,,,,,,,,,,,,16186.0,16507.0,16241
,,,,,,,,,,,,,,,,,,,,,,,,,16187.0,16692.0,16242
,,,,,,,,,,,,,,,,,,,,,,,,,16188.0,16693.0,16243
,,,,,,,,,,,,,,,,,,,,,,,,,16189.0,16694.0,16244
,,,,,,,,,,,,,,,,,,,,,,,,,16190.0,16695.0,16245
,,,,,,,,,,,,,,,,,,,,,,,,,16191.0,16696.0,16246
,,,,,,,,,,,,,,,,,,,,,,,,,16192.0,16697.0,16247
,,,,,,,,,,,,,,,,,,,,,,,,,16193.0,16698.0,16248
,,,,,,,,,,,,,,,,,,,,,,,,,16194.0,16699.0,16249
,,,,,,,,,,,,,,,,,,,,,,,,,16195.0,16700.0,16250
,,,,,,,,,,,,,,,,,,,,,,,,,16196.0,16701.0,16251
,,,,,,,,,,,,,,,,,,,,,,,,,16197.0,16702.0,16252
,,,,,,,,,,,,,,,,,,,,,,,,,16198.0,16703.0,16253
,,,,,,,,,,,,,,,,,,,,,,,,,16199.0,16704.0,16254
,,,,,,,,,,,,,,,,,,,,,,,,,16200.0,16705.0,16255
,,,,,,,,,,,,,,,,,,,,,,,,,16201.0,16706.0,16256
,,,,,,,,,,,,,,,,,,,,,,,,,16202.0,16707.0,16257
,,,,,,,,,,,,,,,,,,,,,,,,,16203.0,16708.0,16258
,,,,,,,,,,,,,,,,,,,,,,,,,16204.0,16709.0,16259
,,,,,,,,,,,,,,,,,,,,,,,,,16205.0,16710.0,16386
,,,,,,,,,,,,,,,,,,,,,,,,,16206.0,16711.0,16387
,,,,,,,,,,,,,,,,,,,,,,,,,16207.0,16712.0,16388
,,,,,,,,,,,,,,,,,,,,,,,,,16208.0,16713.0,16389
,,,,,,,,,,,,,,,,,,,,,,,,,16416.0,16767.0,16390
,,,,,,,,,,,,,,,,,,,,,,,,,16417.0,16768.0,16391
,,,,,,,,,,,,,,,,,,,,,,,,,16418.0,16769.0,16392
,,,,,,,,,,,,,,,,,,,,,,,,,16419.0,16770.0,16393
,,,,,,,,,,,,,,,,,,,,,,,,,16420.0,16771.0,16394
,,,,,,,,,,,,,,,,,,,,,,,,,16421.0,16772.0,16395
,,,,,,,,,,,,,,,,,,,,,,,,,16422.0,16773.0,16396
,,,,,,,,,,,,,,,,,,,,,,,,,16423.0,16774.0,16397
,,,,,,,,,,,,,,,,,,,,,,,,,16424.0,16775.0,16398
,,,,,,,,,,,,,,,,,,,,,,,,,16425.0,16776.0,16399
,,,,,,,,,,,,,,,,,,,,,,,,,16426.0,16777.0,16400
,,,,,,,,,,,,,,,,,,,,,,,,,16427.0,16778.0,16401
,,,,,,,,,,,,,,,,,,,,,,,,,16428.0,16779.0,16402
,,,,,,,,,,,,,,,,,,,,,,,,,16429.0,16780.0,16403
,,,,,,,,,,,,,,,,,,,,,,,,,16430.0,16781.0,16404
,,,,,,,,,,,,,,,,,,,,,,,,,16431.0,16782.0,16405
,,,,,,,,,,,,,,,,,,,,,,,,,16432.0,16783.0,16406
,,,,,,,,,,,,,,,,,,,,,,,,,16433.0,16784.0,16407
,,,,,,,,,,,,,,,,,,,,,,,,,16434.0,16785.0,16483
,,,,,,,,,,,,,,,,,,,,,,,,,16435.0,16786.0,16484
,,,,,,,,,,,,,,,,,,,,,,,,,16436.0,16787.0,16485
,,,,,,,,,,,,,,,,,,,,,,,,,16437.0,16788.0,16486
,,,,,,,,,,,,,,,,,,,,,,,,,16438.0,16789.0,16487
,,,,,,,,,,,,,,,,,,,,,,,,,16439.0,16790.0,16488
,,,,,,,,,,,,,,,,,,,,,,,,,16440.0,16791.0,16489
,,,,,,,,,,,,,,,,,,,,,,,,,16441.0,16792.0,16490
,,,,,,,,,,,,,,,,,,,,,,,,,16442.0,16793.0,16491
,,,,,,,,,,,,,,,,,,,,,,,,,16443.0,16794.0,16492
,,,,,,,,,,,,,,,,,,,,,,,,,16485.0,16795.0,16493
,,,,,,,,,,,,,,,,,,,,,,,,,16486.0,16986.0,16494
,,,,,,,,,,,,,,,,,,,,,,,,,16487.0,16987.0,16495
,,,,,,,,,,,,,,,,,,,,,,,,,16488.0,16988.0,16496
,,,,,,,,,,,,,,,,,,,,,,,,,16489.0,16989.0,16497
,,,,,,,,,,,,,,,,,,,,,,,,,16490.0,16990.0,16498
,,,,,,,,,,,,,,,,,,,,,,,,,16491.0,16991.0,16499
,,,,,,,,,,,,,,,,,,,,,,,,,16492.0,16992.0,16500
,,,,,,,,,,,,,,,,,,,,,,,,,16493.0,16993.0,16501
,,,,,,,,,,,,,,,,,,,,,,,,,16494.0,16994.0,16502
,,,,,,,,,,,,,,,,,,,,,,,,,16495.0,16995.0,16503
,,,,,,,,,,,,,,,,,,,,,,,,,16496.0,16996.0,16504
,,,,,,,,,,,,,,,,,,,,,,,,,16497.0,16997.0,16505
,,,,,,,,,,,,,,,,,,,,,,,,,16498.0,16998.0,16506
,,,,,,,,,,,,,,,,,,,,,,,,,16499.0,16999.0,16507
,,,,,,,,,,,,,,,,,,,,,,,,,16500.0,17000.0,16692
,,,,,,,,,,,,,,,,,,,,,,,,,16501.0,17001.0,16693
,,,,,,,,,,,,,,,,,,,,,,,,,16502.0,17002.0,16694
,,,,,,,,,,,,,,,,,,,,,,,,,16503.0,17003.0,16695
,,,,,,,,,,,,,,,,,,,,,,,,,16504.0,17004.0,16696
,,,,,,,,,,,,,,,,,,,,,,,,,16505.0,17005.0,16697
,,,,,,,,,,,,,,,,,,,,,,,,,16506.0,17006.0,16698
,,,,,,,,,,,,,,,,,,,,,,,,,16507.0,17007.0,16699
,,,,,,,,,,,,,,,,,,,,,,,,,16508.0,17008.0,16700
,,,,,,,,,,,,,,,,,,,,,,,,,16509.0,17009.0,16701
,,,,,,,,,,,,,,,,,,,,,,,,,16748.0,17010.0,16702
,,,,,,,,,,,,,,,,,,,,,,,,,16749.0,17011.0,16703
,,,,,,,,,,,,,,,,,,,,,,,,,16750.0,17012.0,16704
,,,,,,,,,,,,,,,,,,,,,,,,,16751.0,17082.0,16705
,,,,,,,,,,,,,,,,,,,,,,,,,16752.0,17083.0,16706
,,,,,,,,,,,,,,,,,,,,,,,,,16753.0,17084.0,16707
,,,,,,,,,,,,,,,,,,,,,,,,,16754.0,17085.0,16708
,,,,,,,,,,,,,,,,,,,,,,,,,16755.0,17086.0,16709
,,,,,,,,,,,,,,,,,,,,,,,,,16756.0,17087.0,16710
,,,,,,,,,,,,,,,,,,,,,,,,,16757.0,17088.0,16711
,,,,,,,,,,,,,,,,,,,,,,,,,16758.0,17089.0,16712
,,,,,,,,,,,,,,,,,,,,,,,,,16759.0,17090.0,16713
,,,,,,,,,,,,,,,,,,,,,,,,,16760.0,17091.0,16767
,,,,,,,,,,,,,,,,,,,,,,,,,16761.0,17092.0,16768
,,,,,,,,,,,,,,,,,,,,,,,,,16762.0,17093.0,16769
,,,,,,,,,,,,,,,,,,,,,,,,,16763.0,17094.0,16770
,,,,,,,,,,,,,,,,,,,,,,,,,16764.0,17095.0,16771
,,,,,,,,,,,,,,,,,,,,,,,,,16765.0,17096.0,16772
,,,,,,,,,,,,,,,,,,,,,,,,,16766.0,17097.0,16773
,,,,,,,,,,,,,,,,,,,,,,,,,16767.0,17098.0,16774
,,,,,,,,,,,,,,,,,,,,,,,,,16768.0,17099.0,16775
,,,,,,,,,,,,,,,,,,,,,,,,,16769.0,17100.0,16776
,,,,,,,,,,,,,,,,,,,,,,,,,16804.0,17101.0,16777
,,,,,,,,,,,,,,,,,,,,,,,,,16805.0,17102.0,16778
,,,,,,,,,,,,,,,,,,,,,,,,,16806.0,17103.0,16779
,,,,,,,,,,,,,,,,,,,,,,,,,16807.0,17104.0,16780
,,,,,,,,,,,,,,,,,,,,,,,,,16808.0,17323.0,16781
,,,,,,,,,,,,,,,,,,,,,,,,,16809.0,17324.0,16782
,,,,,,,,,,,,,,,,,,,,,,,,,16810.0,17325.0,16783
,,,,,,,,,,,,,,,,,,,,,,,,,16811.0,17326.0,16784
,,,,,,,,,,,,,,,,,,,,,,,,,16812.0,17327.0,16785
,,,,,,,,,,,,,,,,,,,,,,,,,16813.0,17328.0,16786
,,,,,,,,,,,,,,,,,,,,,,,,,16814.0,17329.0,16787
,,,,,,,,,,,,,,,,,,,,,,,,,16815.0,17330.0,16788
,,,,,,,,,,,,,,,,,,,,,,,,,16816.0,17331.0,16789
,,,,,,,,,,,,,,,,,,,,,,,,,16817.0,17332.0,16790
,,,,,,,,,,,,,,,,,,,,,,,,,16818.0,17333.0,16791
,,,,,,,,,,,,,,,,,,,,,,,,,16819.0,17334.0,16792
,,,,,,,,,,,,,,,,,,,,,,,,,16820.0,17335.0,16793
,,,,,,,,,,,,,,,,,,,,,,,,,16821.0,17336.0,16794
,,,,,,,,,,,,,,,,,,,,,,,,,16822.0,17337.0,16795
,,,,,,,,,,,,,,,,,,,,,,,,,16823.0,17338.0,16986
,,,,,,,,,,,,,,,,,,,,,,,,,16824.0,17339.0,16987
,,,,,,,,,,,,,,,,,,,,,,,,,16825.0,17340.0,16988
,,,,,,,,,,,,,,,,,,,,,,,,,16826.0,17341.0,16989
,,,,,,,,,,,,,,,,,,,,,,,,,16827.0,17342.0,16990
,,,,,,,,,,,,,,,,,,,,,,,,,16828.0,17343.0,16991
,,,,,,,,,,,,,,,,,,,,,,,,,16829.0,17344.0,16992
,,,,,,,,,,,,,,,,,,,,,,,,,16830.0,17381.0,16993
,,,,,,,,,,,,,,,,,,,,,,,,,16831.0,17382.0,16994
,,,,,,,,,,,,,,,,,,,,,,,,,16832.0,17383.0,16995
,,,,,,,,,,,,,,,,,,,,,,,,,17065.0,17384.0,16996
,,,,,,,,,,,,,,,,,,,,,,,,,17066.0,17385.0,16997
,,,,,,,,,,,,,,,,,,,,,,,,,17067.0,17386.0,16998
,,,,,,,,,,,,,,,,,,,,,,,,,17068.0,17387.0,16999
,,,,,,,,,,,,,,,,,,,,,,,,,17069.0,17388.0,17000
,,,,,,,,,,,,,,,,,,,,,,,,,17070.0,17389.0,17001
,,,,,,,,,,,,,,,,,,,,,,,,,17071.0,17390.0,17002
,,,,,,,,,,,,,,,,,,,,,,,,,17072.0,17391.0,17003
,,,,,,,,,,,,,,,,,,,,,,,,,17073.0,17392.0,17004
,,,,,,,,,,,,,,,,,,,,,,,,,17074.0,17393.0,17005
,,,,,,,,,,,,,,,,,,,,,,,,,17075.0,17394.0,17006
,,,,,,,,,,,,,,,,,,,,,,,,,17076.0,17395.0,17007
,,,,,,,,,,,,,,,,,,,,,,,,,17077.0,17396.0,17008
,,,,,,,,,,,,,,,,,,,,,,,,,17078.0,17397.0,17009
,,,,,,,,,,,,,,,,,,,,,,,,,17079.0,17398.0,17010
,,,,,,,,,,,,,,,,,,,,,,,,,17080.0,17399.0,17011
,,,,,,,,,,,,,,,,,,,,,,,,,17081.0,17400.0,17012
,,,,,,,,,,,,,,,,,,,,,,,,,17082.0,17401.0,17082
,,,,,,,,,,,,,,,,,,,,,,,,,17083.0,17402.0,17083
,,,,,,,,,,,,,,,,,,,,,,,,,17084.0,17403.0,17084
,,,,,,,,,,,,,,,,,,,,,,,,,17085.0,17404.0,17085
,,,,,,,,,,,,,,,,,,,,,,,,,17086.0,17615.0,17086
,,,,,,,,,,,,,,,,,,,,,,,,,17130.0,17616.0,17087
,,,,,,,,,,,,,,,,,,,,,,,,,17131.0,17617.0,17088
,,,,,,,,,,,,,,,,,,,,,,,,,17132.0,17618.0,17089
,,,,,,,,,,,,,,,,,,,,,,,,,17133.0,17619.0,17090
,,,,,,,,,,,,,,,,,,,,,,,,,17134.0,17620.0,17091
,,,,,,,,,,,,,,,,,,,,,,,,,17135.0,17621.0,17092
,,,,,,,,,,,,,,,,,,,,,,,,,17136.0,17622.0,17093
,,,,,,,,,,,,,,,,,,,,,,,,,17137.0,17623.0,17094
,,,,,,,,,,,,,,,,,,,,,,,,,17138.0,17624.0,17095
,,,,,,,,,,,,,,,,,,,,,,,,,17139.0,17625.0,17096
,,,,,,,,,,,,,,,,,,,,,,,,,17140.0,17626.0,17097
,,,,,,,,,,,,,,,,,,,,,,,,,17141.0,17627.0,17098
,,,,,,,,,,,,,,,,,,,,,,,,,17142.0,17628.0,17099
,,,,,,,,,,,,,,,,,,,,,,,,,17143.0,17629.0,17100
,,,,,,,,,,,,,,,,,,,,,,,,,17144.0,17630.0,17101
,,,,,,,,,,,,,,,,,,,,,,,,,17145.0,17631.0,17102
,,,,,,,,,,,,,,,,,,,,,,,,,17146.0,17632.0,17103
,,,,,,,,,,,,,,,,,,,,,,,,,17147.0,17633.0,17104
,,,,,,,,,,,,,,,,,,,,,,,,,17148.0,17634.0,17323
,,,,,,,,,,,,,,,,,,,,,,,,,17149.0,17635.0,17324
,,,,,,,,,,,,,,,,,,,,,,,,,17150.0,17636.0,17325
,,,,,,,,,,,,,,,,,,,,,,,,,17151.0,17637.0,17326
,,,,,,,,,,,,,,,,,,,,,,,,,17381.0,17638.0,17327
,,,,,,,,,,,,,,,,,,,,,,,,,17382.0,17639.0,17328
,,,,,,,,,,,,,,,,,,,,,,,,,17383.0,17640.0,17329
,,,,,,,,,,,,,,,,,,,,,,,,,17384.0,17641.0,17330
,,,,,,,,,,,,,,,,,,,,,,,,,17385.0,17688.0,17331
,,,,,,,,,,,,,,,,,,,,,,,,,17386.0,17689.0,17332
,,,,,,,,,,,,,,,,,,,,,,,,,17387.0,17690.0,17333
,,,,,,,,,,,,,,,,,,,,,,,,,17388.0,17691.0,17334
,,,,,,,,,,,,,,,,,,,,,,,,,17389.0,17692.0,17335
,,,,,,,,,,,,,,,,,,,,,,,,,17390.0,17693.0,17336
,,,,,,,,,,,,,,,,,,,,,,,,,17391.0,17694.0,17337
,,,,,,,,,,,,,,,,,,,,,,,,,17392.0,17695.0,17338
,,,,,,,,,,,,,,,,,,,,,,,,,17393.0,17696.0,17339
,,,,,,,,,,,,,,,,,,,,,,,,,17394.0,17697.0,17340
,,,,,,,,,,,,,,,,,,,,,,,,,17395.0,17698.0,17341
,,,,,,,,,,,,,,,,,,,,,,,,,17396.0,17699.0,17342
